Sat Apr 12 15:55:56 2025    profiling-http.prof

         814366 function calls (782130 primitive calls) in 1.393 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/accessor.py:19(DirNamesMixin)
        3    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/_methods.py:58(_any)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:3506(create_tables)
        4    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/bs4/element.py:1274(NavigableString)
        9    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/soupsieve/css_types.py:394(pickle_register)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/util/timeout.py:172(from_float)
        1    0.000    0.000    0.001    0.001 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/domain/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/http2/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/connection.py:548(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/dateutil/tz/_factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/computation/scope.py:121(Scope)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/window/common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/resample.py:1626(_GroupByMixin)
        4    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7733bc9587c0}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:295(isclass)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:5515(ForeignKeyField)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:7880(process_row)
       12    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:2252(SelectQuery)
        6    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/flags.py:87(allows_duplicate_labels)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1456(formatannotation)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:5679(resolve)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/arrays/base.py:2412(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/sql.py:1443(PandasSQL)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__setitem__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:430(close)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/records.py:282(recarray)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/bs4/_deprecation.py:66(_deprecated)
        9    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/_config/config.py:899(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/json/_json.py:818(JsonReader)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/charset_normalizer/legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:1207(SectionProxy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:164(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/typing_extensions.py:714(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/random.py:889(getrandbits)
        7    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:7193(sort_models)
       22    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/lib/stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/dateutil/tz/tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/lib/mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/dateutil/tz/tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2774(CategoricalAccessor)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:416(abspath)
        2    0.000    0.000    0.001    0.001 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/data.py:157(_get_cookie_basic)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/stata.py:3204(StataWriter117)
       34    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexes/base.py:5144(_values)
        1    0.000    0.000    0.054    0.054 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/groupby/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/frozendict/_frozendict_py.py:19(frozendict)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/_exceptions.py:116(_ArrayMemoryError)
        4    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/response.py:404(retries)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexing.py:156(IndexingMixin)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tarfile.py:606(_FileInFile)
        5    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/hooks.py:15(default_hooks)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/sessions.py:356(Session)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2095(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:1635(Function)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexers/__init__.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/models.py:313(PreparedRequest)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:620(get_content_maintype)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/_collections.py:39(_Sentinel)
        4    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/numerictypes.py:234(obj2sctype)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:768(inner)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:113(_localized_day)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/bs4/builder/__init__.py:815(register_treebuilders_from)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.003    0.003 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/lib/npyio.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        3    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexes/base.py:456(_engine_type)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/_strptime.py:26(_getlang)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexing.py:1214(_LocIndexer)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/structures.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/sysconfig.py:214(_safe_realpath)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/adapters.py:396(build_connection_pool_key_attributes)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/resample.py:2078(TimeGrouper)
        3    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:673(na_value_for_dtype)
       24    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/compat/numpy/function.py:52(__init__)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/internals/managers.py:2000(external_values)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:5040(bind)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:691(reach)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:2589(all)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexes/api.py:386(default_index)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/soupsieve/__meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:89(_wrapreduction_any_all)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/util/version/__init__.py:25(InfinityType)
        1    0.000    0.000    0.013    0.013 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/arrays/arrow/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/ma/core.py:6591(mvoid)
        2    0.000    0.000    0.000    0.000 {method 'fetchone' of 'sqlite3.Cursor' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/multiprocessing/reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/excel/_openpyxl.py:533(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/json/decoder.py:284(__init__)
        8    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexing.py:676(iat)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:845(_is_valid_dispatch_type)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/data.py:82(_set_session)
        3    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py:456(__exit__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        4    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/response.py:469(_decode)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1554(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/_typing.py:308(ReadCsvBuffer)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/sqlite3/dbapi2.py:101(__getattr__)
        7    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/arrays/datetimes.py:576(tz)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/json/_json.py:1125(Parser)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:442(flush)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/models.py:799(iter_content)
        5    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py:430(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.002    0.002 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/tickers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/models.py:207(register_hook)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1452(_fixupChildren)
       20    0.000    0.000    0.000    0.000 {method 'isdecimal' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:420(_from_parsed_parts)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:108(_noop)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/sample.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/_text.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:1379(Alias)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/scrapers/analysis.py:11(Analysis)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:6174(create_all)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/excel/_calamine.py:40(CalamineReader)
       10    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/_internal_utils.py:25(to_native_string)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/interchange/dataframe_protocol.py:25(DlpackDeviceType)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/formats/info.py:593(_DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_utils/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/models.py:334(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/platform.py:794(_Processor)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/window/rolling.py:1466(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/_collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/_testing/__init__.py:354(SubclassedDataFrame)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/computation/expr.py:126(_compose)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/methods/selectn.py:43(SelectN)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/tseries/api.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/excel/_xlsxwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/arrays/string_.py:254(BaseStringArray)
        3    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:3585(init)
       21    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/util/version/__init__.py:470(_parse_letter_version)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextvars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/importlib/resources/_common.py:107(from_package)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexes/range.py:201(_simple_new)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:7335(_normalize_model_select)
        3    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/__init__.py:512(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/response.py:807(_fp_read)
        4    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/series.py:1220(_get_value)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/formats/info.py:515(SeriesInfo)
